name,genre,website,license,comment,wikilink,operatingSystem,programmingLanguage
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,"GRASS (англ. Geographic Resources Analysis Support System — система для обработки географической информации. Аббревиатура складывается в английское слово grass — трава.)Геоинформационная система с открытым исходным кодом. Поддерживает большое количество форматов. Выпущены версии, работающие под многими операционными системами — Microsoft Windows, Apple Mac OS X, POSIX-совместимыми вообще и Linux в частности.",http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,C
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,GRASS GIS(正式名称；Geographic Resources Analysis Support System Geographical Information System) は、ラスターイメージや位相空間ベクトル、画像処理などを行うフリーのオープンソースGISソフトウェアである。GNU General Public Licenseで提供されており、Mac OS XやMicrosoft Windows、Linuxを含むプラットフォームに対応している。また、GUIを通じてQuantum GIS等の他のソフトウェアに接続し利用することができる。Ver6においてベクトルネットワーク解析機能や2D/3Dの位相空間エンジンの新機能が追加された。MySQLやPostgreSQL、PostGIS、SQLiteなどのデータベースファイルか、DBASEファイルによりデータが管理される。これにより３Dのベクタ形式やボクセルの量が視覚化可能になった。他のGISソフトウェアとの相互運用性があるGDALライブラリの利用により大容量のラスターグラフィックスやベクターフォーマットに対応している。,http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,C
ERDAS IMAGINE,Geographic_information_system,http://geospatial.intergraph.com,Proprietary_software,"ERDAS IMAGINE is a remote sensing application with raster graphics editor abilities designed by ERDAS for geospatial applications. The latest version is 2013, version 13.0.2. ERDAS IMAGINE is aimed primarily at geospatial raster data processing and allows the user to prepare, display and enhance digital images for mapping use in geographic information system (GIS) or in computer-aided design (CAD) software.",http://en.wikipedia.org/wiki/Erdas_Imagine,"Windows 32-64-bit: XP, 7, 8, Server 2008, Server 2012",C
ERDAS IMAGINE,Geographic_information_system,http://geospatial.intergraph.com,Proprietary_software,"ERDAS IMAGINE ist ein Software-Werkzeug für die Auswertung von Fernerkundungs-Daten, speziell von Grafiken und Photos. Es analysiert Rastergrafiken und wurde von dem US-amerikanischen Unternehmen ERDAS Inc. für geostatistische und geoanalytische Anwendungen entwickelt. Das Programm erlaubt die Aufbereitung von digitalen Fernerkundungsdaten für GIS oder CAD.",http://en.wikipedia.org/wiki/Erdas_Imagine,"Windows 32-64-bit: XP, 7, 8, Server 2008, Server 2012",C
ERDAS IMAGINE,Geographic_information_system,http://geospatial.intergraph.com,Proprietary_software,"ERDAS IMAGINE – растровый графический редактор и программный продукт, первоначально разработанный компанией ERDAS Inc., и предназначенный для обработки данных дистанционного зондирования (в основном, данных ДЗЗ). В настоящее время продукт выпускает корпорация Intergraph. Продукт предназначен для работы с растровыми данными. Он позволяет обрабатывать, выводить на экран монитора и подготавливать для дальнейшей обработки в программных приложениях ГИС и САПР различные картографические изображения.",http://en.wikipedia.org/wiki/Erdas_Imagine,"Windows 32-64-bit: XP, 7, 8, Server 2008, Server 2012",C
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,uDig is a GIS software program produced by a community led by Canadian-based consulting company Refractions Research. It is based on the Eclipse platform and features full layered Open Source GIS.,http://en.wikipedia.org/wiki/UDig,Linux,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,uDig is a GIS software program produced by a community led by Canadian-based consulting company Refractions Research. It is based on the Eclipse platform and features full layered Open Source GIS.,http://en.wikipedia.org/wiki/UDig,Linux,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,uDig is a GIS software program produced by a community led by Canadian-based consulting company Refractions Research. It is based on the Eclipse platform and features full layered Open Source GIS.,http://en.wikipedia.org/wiki/UDig,OS_X,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,uDig is a GIS software program produced by a community led by Canadian-based consulting company Refractions Research. It is based on the Eclipse platform and features full layered Open Source GIS.,http://en.wikipedia.org/wiki/UDig,OS_X,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,uDig is a GIS software program produced by a community led by Canadian-based consulting company Refractions Research. It is based on the Eclipse platform and features full layered Open Source GIS.,http://en.wikipedia.org/wiki/UDig,Microsoft_Windows,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,uDig is a GIS software program produced by a community led by Canadian-based consulting company Refractions Research. It is based on the Eclipse platform and features full layered Open Source GIS.,http://en.wikipedia.org/wiki/UDig,Microsoft_Windows,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,uDig es un programa de software SIG producido por una comunidad liderada por la empresa consultora canadiense Refractions Research. Se basa en la Plataforma Eclipse y tiene características completas de SIG de código fuente abierto.,http://en.wikipedia.org/wiki/UDig,Linux,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,uDig es un programa de software SIG producido por una comunidad liderada por la empresa consultora canadiense Refractions Research. Se basa en la Plataforma Eclipse y tiene características completas de SIG de código fuente abierto.,http://en.wikipedia.org/wiki/UDig,Linux,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,uDig es un programa de software SIG producido por una comunidad liderada por la empresa consultora canadiense Refractions Research. Se basa en la Plataforma Eclipse y tiene características completas de SIG de código fuente abierto.,http://en.wikipedia.org/wiki/UDig,OS_X,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,uDig es un programa de software SIG producido por una comunidad liderada por la empresa consultora canadiense Refractions Research. Se basa en la Plataforma Eclipse y tiene características completas de SIG de código fuente abierto.,http://en.wikipedia.org/wiki/UDig,OS_X,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,uDig es un programa de software SIG producido por una comunidad liderada por la empresa consultora canadiense Refractions Research. Se basa en la Plataforma Eclipse y tiene características completas de SIG de código fuente abierto.,http://en.wikipedia.org/wiki/UDig,Microsoft_Windows,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,uDig es un programa de software SIG producido por una comunidad liderada por la empresa consultora canadiense Refractions Research. Se basa en la Plataforma Eclipse y tiene características completas de SIG de código fuente abierto.,http://en.wikipedia.org/wiki/UDig,Microsoft_Windows,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,"uDig (User-friendly Desktop Internet GIS) est un logiciel libre de SIG maintenu par une communauté menée par la compagnie canadienne Refractions Research. Le logiciel est basé sur la plate-forme de développement Eclipse, écrit en Java et distribué sous licence BSD.uDig utilise les modules GRASS pour les opérations complexes sur les couches vectorielles et rasters. Il embarque également JGrass et les outils hydrologiques de la Horton Machine.",http://en.wikipedia.org/wiki/UDig,Linux,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,"uDig (User-friendly Desktop Internet GIS) est un logiciel libre de SIG maintenu par une communauté menée par la compagnie canadienne Refractions Research. Le logiciel est basé sur la plate-forme de développement Eclipse, écrit en Java et distribué sous licence BSD.uDig utilise les modules GRASS pour les opérations complexes sur les couches vectorielles et rasters. Il embarque également JGrass et les outils hydrologiques de la Horton Machine.",http://en.wikipedia.org/wiki/UDig,Linux,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,"uDig (User-friendly Desktop Internet GIS) est un logiciel libre de SIG maintenu par une communauté menée par la compagnie canadienne Refractions Research. Le logiciel est basé sur la plate-forme de développement Eclipse, écrit en Java et distribué sous licence BSD.uDig utilise les modules GRASS pour les opérations complexes sur les couches vectorielles et rasters. Il embarque également JGrass et les outils hydrologiques de la Horton Machine.",http://en.wikipedia.org/wiki/UDig,OS_X,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,"uDig (User-friendly Desktop Internet GIS) est un logiciel libre de SIG maintenu par une communauté menée par la compagnie canadienne Refractions Research. Le logiciel est basé sur la plate-forme de développement Eclipse, écrit en Java et distribué sous licence BSD.uDig utilise les modules GRASS pour les opérations complexes sur les couches vectorielles et rasters. Il embarque également JGrass et les outils hydrologiques de la Horton Machine.",http://en.wikipedia.org/wiki/UDig,OS_X,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,"uDig (User-friendly Desktop Internet GIS) est un logiciel libre de SIG maintenu par une communauté menée par la compagnie canadienne Refractions Research. Le logiciel est basé sur la plate-forme de développement Eclipse, écrit en Java et distribué sous licence BSD.uDig utilise les modules GRASS pour les opérations complexes sur les couches vectorielles et rasters. Il embarque également JGrass et les outils hydrologiques de la Horton Machine.",http://en.wikipedia.org/wiki/UDig,Microsoft_Windows,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,"uDig (User-friendly Desktop Internet GIS) est un logiciel libre de SIG maintenu par une communauté menée par la compagnie canadienne Refractions Research. Le logiciel est basé sur la plate-forme de développement Eclipse, écrit en Java et distribué sous licence BSD.uDig utilise les modules GRASS pour les opérations complexes sur les couches vectorielles et rasters. Il embarque également JGrass et les outils hydrologiques de la Horton Machine.",http://en.wikipedia.org/wiki/UDig,Microsoft_Windows,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,"uDig (User-friendly Desktop Internet GIS) ist ein freies GIS, hergestellt von der kanadischen Firma Refractions Research. Es basiert auf der Eclipse-Plattform und steht unter GNU Lesser General Public License (LGPL).Es basiert auf der Bibliothek GeoTools und unterstützt verschiedene Standards des Open Geospatial Consortium (OGC) zum Einbinden von Datenquellen wie z. B. WMS, WFS, GML sowie weitere Formate wie Shapefile oder die Anbindung an PostGis-Datenbanken.",http://en.wikipedia.org/wiki/UDig,OS_X,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,"uDig (User-friendly Desktop Internet GIS) ist ein freies GIS, hergestellt von der kanadischen Firma Refractions Research. Es basiert auf der Eclipse-Plattform und steht unter GNU Lesser General Public License (LGPL).Es basiert auf der Bibliothek GeoTools und unterstützt verschiedene Standards des Open Geospatial Consortium (OGC) zum Einbinden von Datenquellen wie z. B. WMS, WFS, GML sowie weitere Formate wie Shapefile oder die Anbindung an PostGis-Datenbanken.",http://en.wikipedia.org/wiki/UDig,OS_X,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,"uDig (User-friendly Desktop Internet GIS) ist ein freies GIS, hergestellt von der kanadischen Firma Refractions Research. Es basiert auf der Eclipse-Plattform und steht unter GNU Lesser General Public License (LGPL).Es basiert auf der Bibliothek GeoTools und unterstützt verschiedene Standards des Open Geospatial Consortium (OGC) zum Einbinden von Datenquellen wie z. B. WMS, WFS, GML sowie weitere Formate wie Shapefile oder die Anbindung an PostGis-Datenbanken.",http://en.wikipedia.org/wiki/UDig,Linux,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,"uDig (User-friendly Desktop Internet GIS) ist ein freies GIS, hergestellt von der kanadischen Firma Refractions Research. Es basiert auf der Eclipse-Plattform und steht unter GNU Lesser General Public License (LGPL).Es basiert auf der Bibliothek GeoTools und unterstützt verschiedene Standards des Open Geospatial Consortium (OGC) zum Einbinden von Datenquellen wie z. B. WMS, WFS, GML sowie weitere Formate wie Shapefile oder die Anbindung an PostGis-Datenbanken.",http://en.wikipedia.org/wiki/UDig,Linux,Java
uDig,Geographic_information_system,http://udig.refractions.net/,EPL,"uDig (User-friendly Desktop Internet GIS) ist ein freies GIS, hergestellt von der kanadischen Firma Refractions Research. Es basiert auf der Eclipse-Plattform und steht unter GNU Lesser General Public License (LGPL).Es basiert auf der Bibliothek GeoTools und unterstützt verschiedene Standards des Open Geospatial Consortium (OGC) zum Einbinden von Datenquellen wie z. B. WMS, WFS, GML sowie weitere Formate wie Shapefile oder die Anbindung an PostGis-Datenbanken.",http://en.wikipedia.org/wiki/UDig,Microsoft_Windows,Java
uDig,Geographic_information_system,http://udig.refractions.net/,Berkeley_Software_Distribution,"uDig (User-friendly Desktop Internet GIS) ist ein freies GIS, hergestellt von der kanadischen Firma Refractions Research. Es basiert auf der Eclipse-Plattform und steht unter GNU Lesser General Public License (LGPL).Es basiert auf der Bibliothek GeoTools und unterstützt verschiedene Standards des Open Geospatial Consortium (OGC) zum Einbinden von Datenquellen wie z. B. WMS, WFS, GML sowie weitere Formate wie Shapefile oder die Anbindung an PostGis-Datenbanken.",http://en.wikipedia.org/wiki/UDig,Microsoft_Windows,Java
Whitebox GAT,Geographic_information_system,http://www.uoguelph.ca/~hydrogeo/Whitebox/index.html,GNU_General_Public_License,Whitebox Geospatial Analysis Tools (GAT) is an open-source and cross-platform Geographic information system (GIS) and remote sensing software package that is distributed under the GNU General Public License. It has been developed by the members of the University of Guelph Centre for Hydrogeomatics and is intended for advanced geospatial analysis and data visualization in research and education settings.,http://en.wikipedia.org/wiki/Whitebox_Geospatial_Analysis_Tools,Cross-platform,Java
GeoServer,Geographic_information_system,http://geoserver.org,GNU_General_Public_License,"In computing, GeoServer - an open-source server written in Java - allows users to share, process and edit geospatial data. Designed for interoperability, it publishes data from any major spatial data source using open standards. GeoServer has evolved to become an easy method of connecting existing information to Virtual Globes such as Google Earth and NASA World Wind as well as to web-based maps such as OpenLayers, Google Maps and Bing Maps.",http://en.wikipedia.org/wiki/GeoServer,"GNU/Linux, MS-Windows, Mac OS X, POSIX compliant systems",Java
GeoServer,Geographic_information_system,http://geoserver.org,GNU_General_Public_License,"GeoServer est un serveur informatique open source et libre écrit en Java qui permet aux utilisateurs de partager et modifier des données géographiques. Conçu pour l'interopérabilité, il publie les données de toutes les sources principales de données spatiales utilisant des normes ouvertes.",http://en.wikipedia.org/wiki/GeoServer,"GNU/Linux, MS-Windows, Mac OS X, POSIX compliant systems",Java
GeoServer,Geographic_information_system,http://geoserver.org,GNU_General_Public_License,"O GeoServer é um Software livre, mantido pelo Open Planning Project (mantenedor principal), que permite o desenvolvimento de soluções de Webmapping, integrando diversos repositórios de dados geográficos com simplicidade e alta performance.",http://en.wikipedia.org/wiki/GeoServer,"GNU/Linux, MS-Windows, Mac OS X, POSIX compliant systems",Java
GeoServer,Geographic_information_system,http://geoserver.org,GNU_General_Public_License,"GeoServer ist eine Mapserver-Software. Sie zeichnet sich aus durch Konformität zu Standards des Open Geospatial Consortiums (OGC) und implementiert die Dienste Web Map Service (WMS), Web Coverage Service (WCS), Web Feature Service (WFS, auch transaktional) und Web Processing Service (WPS). Als Projekt der Open Source Geospatial Foundation ist das Programm freie Software.",http://en.wikipedia.org/wiki/GeoServer,"GNU/Linux, MS-Windows, Mac OS X, POSIX compliant systems",Java
GeoServer,Geographic_information_system,http://geoserver.org,GNU_General_Public_License,GeoServerは地理情報の共有や編集を行う、Javaで組まれたオープンソースのサーバーソフトウェアである。相互運用性を考慮して設計されており、オープン標準定義に拠る地理データを使用している。OpenLayersやGoogle マップやBing Maps、またはGoogle EarthやNASA World WindなどWeb上の地図や天球の既存情報への接続を容易にしている。Apache HTTP Serverが無料で自由に利用可能なHTMLを配信するサーバーであるように、地理データのノードとして利用されるべく開発が進められている。多様なデータフォーマットの読み取りが可能であるほか、KMLを用いたGoogle Earthへの地理データの出力にも対応している。,http://en.wikipedia.org/wiki/GeoServer,"GNU/Linux, MS-Windows, Mac OS X, POSIX compliant systems",Java
GeoServer,Geographic_information_system,http://geoserver.org,GNU_General_Public_License,"En computación, GeoServer - un servidor de código abierto escrito en Java - permite a los usuarios compartir y editar datos geospaciales. Diseñado para la interoperabilidad, publica datos de las principales fuentes de datos espaciales usando estándares abiertos.",http://en.wikipedia.org/wiki/GeoServer,"GNU/Linux, MS-Windows, Mac OS X, POSIX compliant systems",Java
Kosmo,Geographic_information_system,http://www.opengis.es/,GNU_General_Public_License,"Kosmo is a desktop geographic information system (GIS) with advanced functions. It is the first of a series of developments that are being made available to the community.Kosmo was implemented using the Java programming language and is being developed from the JUMP GIS platform and a series of free code libraries, all of which are well acknowledged and widely used in different free software projects (for example, Geotools and JTS).",http://en.wikipedia.org/wiki/Kosmo,Cross-platform,Java
Kosmo,Geographic_information_system,http://www.opengis.es/,GNU_General_Public_License,Kosmo es un Sistema de Información Geográfica (SIG) de escritorio de funcionalidades avanzadas.,http://en.wikipedia.org/wiki/Kosmo,Cross-platform,Java
OpenEV,Geographic_information_system,http://openev.sf.net/,GNU_Lesser_General_Public_License,OpenEV is an open source geospatial toolkit and a frontend to that toolkit. OpenEV was developed using Python and uses the GDAL library to display georeferenced images and elevation data. The application also has image editing capabilities and uses OpenGL to display elevation data in three-dimensions.,http://en.wikipedia.org/wiki/OpenEV,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,"GRASS GIS (Geographic Resources Analysis Support System) – opracowany przez US Army CERL program do tworzenia, analizy i przetwarzania danych geoprzestrzennych, działający w środowisku Uniksa. Jest programem Open Source.",http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,"GRASS GIS (Geographic Resources Analysis Support System) is a free, open source geographical information system (GIS) capable of handling raster, topological vector, image processing, and graphic data.GRASS is released under the GNU General Public License (GPL), and it can be used on multiple platforms, including Mac OS X, Microsoft Windows and Linux.",http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,"GRASS GIS est un logiciel de système d'information géographique (SIG) libre (GPL) de conception modulaire réalisé par le GRASS Development Team. La version stable actuelle est GRASS 6.GRASS existe pour différentes plates-formes et sous différents systèmes d'exploitation à noyau UNIX (Solaris, GNU/Linux, MacOSX etc.).",http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,"GRASS è l'acronimo di Geographic Resources Analysis Support System. GRASS è un Geographical Information System (GIS) software libero, rilasciato sotto la licenza GNU GPL. Esistono versioni per diverse piattaforme.",http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,GRASS GIS (Geographic Resources Analysis Support System，地理资源分析支持系统) 是一个免费、开放源代码的地理信息系统（GIS），可用于处理栅格、拓扑矢量、影像和图表数据。GRASS 在GPL下发布，可以在多个平台上运行，包括Mac OS X、Windows和Linux。用户可以通过图形用户界面（内置的基于 X Window系统的 GUI 或通过 Quantum GIS）使用该软件的功能；也可以通过改进的 shell 直接使用它的模块。当前的 GRASS 6 版本采用新的拓扑 2D/3D 矢量引擎并支持矢量网络分析。属性数据通过 .dbf 文件或基于 SQL 的数据库管理系统（如 MySQL、PostgreSQL/PostGIS 和 SQLite）来管理。该系统可以胜任3D矢量图形数据和立体像素的可视化。通过与 GDAL/OGR库的绑定，GRASS 支持多种栅格和矢量格式。其中包括 OGC-conformal简单要素，以实现与其他 GIS 软件的互操作。它也支持线性参考系统。GRASS 开发团队是一个由来自很多地区的开发者组成的跨国群体。GRASS 是开源地理空间基金会最初的八个软件项目之一。目前，GRASS 在中国的相关信息维护由OSGeo中国中心负责，具体包括新闻发布，镜像网站的维护，中文教程的修订。,http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,GRASS (acrónimo inglés de Geographic Resources Analysis Support System) es un software SIG (Sistema de Información Geográfica) bajo licencia GPL (software libre). Puede soportar información tanto raster como vectorial y posee herramientas de procesado digital de imágenes.,http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,"GRASS (англ. Geographic Resources Analysis Support System — система для обработки географической информации. Аббревиатура складывается в английское слово grass — трава.)Геоинформационная система с открытым исходным кодом. Поддерживает большое количество форматов. Выпущены версии, работающие под многими операционными системами — Microsoft Windows, Apple Mac OS X, POSIX-совместимыми вообще и Linux в частности.",http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,GRASS GIS(正式名称；Geographic Resources Analysis Support System Geographical Information System) は、ラスターイメージや位相空間ベクトル、画像処理などを行うフリーのオープンソースGISソフトウェアである。GNU General Public Licenseで提供されており、Mac OS XやMicrosoft Windows、Linuxを含むプラットフォームに対応している。また、GUIを通じてQuantum GIS等の他のソフトウェアに接続し利用することができる。Ver6においてベクトルネットワーク解析機能や2D/3Dの位相空間エンジンの新機能が追加された。MySQLやPostgreSQL、PostGIS、SQLiteなどのデータベースファイルか、DBASEファイルによりデータが管理される。これにより３Dのベクタ形式やボクセルの量が視覚化可能になった。他のGISソフトウェアとの相互運用性があるGDALライブラリの利用により大容量のラスターグラフィックスやベクターフォーマットに対応している。,http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,"GRASS GIS ist eine hybride, modular aufgebaute Geoinformationssystem-Software mit raster- und vektororientierten Funktionen. GRASS steht für Geographic Resources Analysis Support System, GIS für Geographical Information System.Es steht unter der GNU General Public License und ist damit eine frei verfügbare Software.",http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,"Grass (Geographic Resources Analysis Support System) é um software livre de GIS (Sistemas de Informação Geográfica), de fonte aberta.",http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,Python
Whitebox GAT,Geographic_information_system,http://www.uoguelph.ca/~hydrogeo/Whitebox/index.html,GNU_General_Public_License,Whitebox Geospatial Analysis Tools (GAT) is an open-source and cross-platform Geographic information system (GIS) and remote sensing software package that is distributed under the GNU General Public License. It has been developed by the members of the University of Guelph Centre for Hydrogeomatics and is intended for advanced geospatial analysis and data visualization in research and education settings.,http://en.wikipedia.org/wiki/Whitebox_Geospatial_Analysis_Tools,Cross-platform,Python
GRASS GIS,Geographic_information_system,http://grass.osgeo.org/,GNU_General_Public_License,"GRASS GIS (Geographic Resources Analysis Support System) is a free, open source geographical information system (GIS) capable of handling raster, topological vector, image processing, and graphic data.GRASS is released under the GNU General Public License (GPL), and it can be used on multiple platforms, including Mac OS X, Microsoft Windows and Linux.",http://en.wikipedia.org/wiki/GRASS_GIS,Cross-platform,C++
